Transaction ID,Private sector donor,Business sector,Donor country of registration,Recipient,Donation type,Donation status,Est USD value,Notes,Source,Donor ID,Recipient ID,
94,BHP Foundation,Materials,Australia,Ukraine Humanitarian Fund (UHF),cash,pledged,2000000,"Pipeline donation from private foundation affiliated with BHP (formerly BHP Billiton), a multinational mining, metals, and petroleum company.","Bilateral - recipient report
[Confirmed email 31-May-22]",cd-60,ro-113,
95,BHP Foundation,Materials,Australia,United Nations High Commissioner for Refugees (UNHCR),cash,pledged,2000000,"Donation from the private foundation affiliated with BHP (formerly known as BHP Billiton), an Australian multinational mining, metals and petroleum company.","Public reporting
[https://www.bhp.com/news/articles/2022/03/bhp-foundation-ukraine-donation]",cd-60,XM-DAC-41121,
96,BioNTech SE,Health care,Germany,UNO-Flüchtlingshilfe (Germany for UNHCR),cash,pledged,1099600,Humanitarian aid for the people of Ukraine with a donation of one million Euro.,"Public reporting
[https://investors.biontech.de/news-releases/news-release-details/statement-humanitarian-aid-ukraine]",cd-61,ro-132,
97,Blockchain Charity Foundation USA,Financials,Cayman Islands,International Strategic Action Network for Security [NGO],cash,pledged,500000,"Donation of $500,000 equivalent cryptocurrency from charitable foundation associated with Binance cryptocurrency exchange platform towards providing temporary housing and resettlement assistance to Ukrainian refugees entering Poland.","Public reporting
[https://www.binance.charity/posts/Humanity_First_Update_on_Ukraine_Efforts]",cd-62,ro-57,
98,Blockchain Charity Foundation USA,Financials,Cayman Islands,People in Need [NGO],cash,pledged,1000000,Donation of $1 million equivalent cryptocurrency from charitable foundation associated with Binance cryptocurrency exchange platform towards direct assistance to refugees in Slovakia and those displaced in Ukraine.,"Public reporting
[https://www.binance.charity/posts/Humanity_First_Update_on_Ukraine_Efforts]",cd-62,CZ-ICO-25755277,
99,Blockchain Charity Foundation USA,Financials,Cayman Islands,Ukraine Rotary Club Kyiv International [NGO],cash,pledged,250000,"Donation of $250,000 equivalent cryptocurrency from charitable foundation associated with Binance cryptocurrency exchange platform towards helping people displaced within Ukraine.","Public reporting
[https://www.binance.charity/posts/Humanity_First_Update_on_Ukraine_Efforts]",cd-62,ro-114,
100,Blockchain Charity Foundation USA,Financials,Cayman Islands,United Nations Children's Fund (UNICEF),cash,pledged,2500000,Donation of $2.5 million equivalent cryptocurrency from charitable foundation associated with Binance cryptocurrency exchange platform. ,"Public reporting
[https://www.binance.charity/posts/Humanity_First_Update_on_Ukraine_Efforts]",cd-62,XM-DAC-41122,
101,Blockchain Charity Foundation USA,Financials,Cayman Islands,United Nations High Commissioner for Refugees (UNHCR),cash,pledged,2500000,Donation of $2.5 million equivalent cryptocurrency from charitable foundation associated with Binance cryptocurrency exchange platform.,"Public reporting
[https://www.binance.charity/posts/Humanity_First_Update_on_Ukraine_Efforts]",cd-62,XM-DAC-41121,
102,Bloomberg L.P.,Information technology,United States of America,International Federation of Red Cross and Red Crescent Societies (IFRC),cash,paid,49715,"CHF 46,000","Bilateral - recipient report
http://www.ifrc.org/docs/appeals/Active/MGR65002.pdf 
[Confirmed web 20-Apr-22]",cd-63,XM-DAC-21018,
103,Bloomberg Philanthropies,Information technology,United States of America,International Rescue Committee (IRC) [NGO],cash,pledged,30000000,Donation from foundation associated with the founder of Bloomberg LP. ,"Public reporting
[https://www.mikebloomberg.com/news/bloombergs-giving-to-the-humanitarian-crisis-in-ukraine/]",cd-64,US-EIN-13-5660870,
104,Bloomberg Philanthropies,Information technology,United States of America,World Central Kitchen [NGO],cash,pledged,10000000,Donation from foundation associated with the founder of Bloomberg LP. ,"Public reporting
[https://www.mikebloomberg.com/news/bloombergs-giving-to-the-humanitarian-crisis-in-ukraine/]",cd-64,ro-154,
105,Bloomsbury Publishing,Consumer discretionary,United Kingdom,United Nations High Commissioner for Refugees (UNHCR),cash,paid,20380,"GBP 15,000. ","Bilateral - recipient report
[Confirmed email 30-Mar-22]",cd-65,XM-DAC-41121,
106,"Blue Bottle Coffee, Inc.",Consumer discretionary,United States of America,unspecified or multiple recipients,cash,pledged,50000,"Donation to IRC and the GlobalGiving Ukraine Crisis Relief Fund, part of Global Citizen Stand Up for Ukraine campaign.","Public reporting
[https://www.globalcitizen.org/en/content/stand-up-for-ukraine-impact-report]",cd-66,ro-149,
107,BNY Mellon,Financials,United States of America,Ukraine Humanitarian Fund (UHF),cash,paid,250000,Cash donation from multinational bank.,"Bilateral - recipient report
[Confirmed email 31-May-22]",cd-67,ro-113,
108,Boehringer Ingelheim International GmbH,Health care,Germany,Aktion Deutschland Hilft [NGO],cash,pledged,526473,"€500,000 cash donation from German pharmaceutical company.","Public reporting
[https://www.boehringer-ingelheim.com/solidarity-ukraine]",cd-68,ro-3,
109,Boehringer Ingelheim International GmbH,Health care,Germany,Aktionsbündnis Katastrophenhilfe [NGO],cash,pledged,789708,"€750,000 cash donation from German pharmaceutical company.","Public reporting
[https://www.boehringer-ingelheim.com/solidarity-ukraine]",cd-68,ro-4,
110,Boehringer Ingelheim International GmbH,Health care,Germany,German Red Cross,cash,pledged,789708,"€750,000 cash donation from German pharmaceutical company.","Public reporting
[https://www.boehringer-ingelheim.com/solidarity-ukraine]",cd-68,ro-40,
111,Boehringer Ingelheim International GmbH,Health care,Germany,UNO-Flüchtlingshilfe (Germany for UNHCR),cash,pledged,526473,"€500,000 cash donation from German pharmaceutical company.","Public reporting
[https://www.boehringer-ingelheim.com/solidarity-ukraine]",cd-68,ro-132,
112,Boeing Company Charitable Trust,Industrials,United States of America,American Red Cross,cash,pledged,500000,Cash donation from company-sponsored foundation to support the global Red Cross movement providing critical humanitarian relief to people affected by the Ukraine crisis.,"Public reporting
[https://investors.boeing.com/investors/investor-news/press-release-details/2022/Boeing-Commits-US2-Million-to-Support-Humanitarian-Response-in-Ukraine/default.aspx]",cd-69,ro-5,
113,Boeing Company Charitable Trust,Industrials,United States of America,Americares [NGO],cash,pledged,250000,"Cash donation from company-sponsored foundation to help with the distribution of medicine and medical supplies as well as support critical medical care for families displaced by the crisis, including mental health services.","Public reporting
[https://investors.boeing.com/investors/investor-news/press-release-details/2022/Boeing-Commits-US2-Million-to-Support-Humanitarian-Response-in-Ukraine/default.aspx]",cd-69,ro-7,
114,Boeing Company Charitable Trust,Industrials,United States of America,CARE International [NGO],cash,pledged,1000000,"Cash donation from company-sponsored foundation to assist with food, water and hygiene kit distribution as well as monetary assistance and psychosocial support for affected Ukrainians, with a focus on women, children and the elderly.","Public reporting
[https://investors.boeing.com/investors/investor-news/press-release-details/2022/Boeing-Commits-US2-Million-to-Support-Humanitarian-Response-in-Ukraine/default.aspx]",cd-69,GB-CHC-292506,
115,Boeing Company Charitable Trust,Industrials,United States of America,unspecified or multiple recipients,cash,pledged,250000,"Cash donation from company-sponsored foundation to organizations working to bring food, water, clothing, medicine and shelter to displaced Ukrainians – including those seeking refuge in neighboring countries.","Public reporting
[https://investors.boeing.com/investors/investor-news/press-release-details/2022/Boeing-Commits-US2-Million-to-Support-Humanitarian-Response-in-Ukraine/default.aspx]",cd-69,ro-149,
116,Bolt Technology OÜ,Consumer discretionary,Estonia,Bērnu Klīniskā Universitātes Slimnīca (Latvian Children's Hospital),cash,paid,262500,"€250,000 cash donation, part of a €5 million commitment to support the people of Ukraine.","Bilateral - donor report
[Confirmed email 6-May-22]

See also public reporting
[https://blog.bolt.eu/en/bolt-stands-against-invasion-in-ukraine-donates-over-e5m/]",cd-70,ro-12,
117,Bolt Technology OÜ,Consumer discretionary,Estonia,International Rescue Committee (IRC) [NGO],cash,paid,262500,"€250,000 cash donation, part of a €5 million commitment to support the people of Ukraine.","Bilateral - donor report
[Confirmed email 6-May-22]

See also public reporting
[https://blog.bolt.eu/en/bolt-stands-against-invasion-in-ukraine-donates-over-e5m/]",cd-70,US-EIN-13-5660870,
118,Bolt Technology OÜ,Consumer discretionary,Estonia,Médecins Sans Frontières (MSF) [NGO],cash,paid,210000,"€200,000 cash donation, part of a €5 million commitment to support the people of Ukraine.","Bilateral - donor report
[Confirmed email 6-May-22]

See also public reporting
[https://blog.bolt.eu/en/bolt-stands-against-invasion-in-ukraine-donates-over-e5m/]",cd-70,ro-66,
119,Bolt Technology OÜ,Consumer discretionary,Estonia,Mercy Corps [NGO],cash,paid,262500,"€250,000 cash donation, part of a €5 million commitment to support the people of Ukraine.","Bilateral - donor report
[Confirmed email 6-May-22]

See also public reporting
[https://blog.bolt.eu/en/bolt-stands-against-invasion-in-ukraine-donates-over-e5m/]",cd-70,ro-68,
120,Bolt Technology OÜ,Consumer discretionary,Estonia,Ministry of Social Policy of Ukraine [government],cash,paid,420000,"€400,000 cash donation, part of a €5 million commitment to support the people of Ukraine.","Bilateral - donor report
[Confirmed email 6-May-22]

See also public reporting
[https://blog.bolt.eu/en/bolt-stands-against-invasion-in-ukraine-donates-over-e5m/]",cd-70,ro-71,
121,Bolt Technology OÜ,Consumer discretionary,Estonia,Mondo MTÜ [NGO],cash,paid,262500,"€250,000 cash donation, part of a €5 million commitment to support the people of Ukraine.","Bilateral - donor report
[Confirmed email 6-May-22]

See also public reporting
[https://blog.bolt.eu/en/bolt-stands-against-invasion-in-ukraine-donates-over-e5m/]",cd-70,ro-75,
122,Bolt Technology OÜ,Consumer discretionary,Estonia,MTÜ Eesti Pagulasabi [NGO],cash,paid,262500,"€250,000 cash donation, part of a €5 million commitment to support the people of Ukraine.","Bilateral - donor report
[Confirmed email 6-May-22]

See also public reporting
[https://blog.bolt.eu/en/bolt-stands-against-invasion-in-ukraine-donates-over-e5m/]",cd-70,ro-76,
123,Bolt Technology OÜ,Consumer discretionary,Estonia,MTÜ Ukraina Kultuurikeskus [NGO],cash,paid,787500,"€750,000 cash donation, part of a €5 million commitment to support the people of Ukraine.","Bilateral - donor report
[Confirmed email 6-May-22]

See also public reporting
[https://blog.bolt.eu/en/bolt-stands-against-invasion-in-ukraine-donates-over-e5m/]",cd-70,ro-77,
124,Bolt Technology OÜ,Consumer discretionary,Estonia,Päästeliit [NGO],cash,paid,262500,"€250,000 cash donation, part of a €5 million commitment to support the people of Ukraine.","Bilateral - donor report
[Confirmed email 6-May-22]

See also public reporting
[https://blog.bolt.eu/en/bolt-stands-against-invasion-in-ukraine-donates-over-e5m/]",cd-70,ro-78,
125,Bolt Technology OÜ,Consumer discretionary,Estonia,Polish Humanitarian Action [NGO],cash,paid,105000,"€100,000 cash donation, part of a €5 million commitment to support the people of Ukraine.","Bilateral - donor report
[Confirmed email 6-May-22]

See also public reporting
[https://blog.bolt.eu/en/bolt-stands-against-invasion-in-ukraine-donates-over-e5m/]",cd-70,ro-83,
126,Bolt Technology OÜ,Consumer discretionary,Estonia,Polish Red Cross,cash,paid,315000,"€300,000 cash donation, part of a €5 million commitment to support the people of Ukraine.","Bilateral - donor report
[Confirmed email 6-May-22]

See also public reporting
[https://blog.bolt.eu/en/bolt-stands-against-invasion-in-ukraine-donates-over-e5m/]",cd-70,ro-84,
127,Bolt Technology OÜ,Consumer discretionary,Estonia,President Kaljulaid Foundation MTÜ [NGO],cash,paid,31500,"€30,000 cash donation, part of a €5 million commitment to support the people of Ukraine.","Bilateral - donor report
[Confirmed email 6-May-22]

See also public reporting
[https://blog.bolt.eu/en/bolt-stands-against-invasion-in-ukraine-donates-over-e5m/]",cd-70,ro-85,
128,Bolt Technology OÜ,Consumer discretionary,Estonia,Refugee Support Europe [NGO],cash,paid,10500,"€100,000 cash donation, part of a €5 million commitment to support the people of Ukraine.","Bilateral - donor report
[Confirmed email 6-May-22]

See also public reporting
[https://blog.bolt.eu/en/bolt-stands-against-invasion-in-ukraine-donates-over-e5m/]",cd-70,ro-91,
129,Bolt Technology OÜ,Consumer discretionary,Estonia,Riigikaitse Edendamise Sihtasutus [NGO],cash,paid,262500,"€250,000 cash donation, part of a €5 million commitment to support the people of Ukraine.","Bilateral - donor report
[Confirmed email 6-May-22]

See also public reporting
[https://blog.bolt.eu/en/bolt-stands-against-invasion-in-ukraine-donates-over-e5m/]",cd-70,ro-92,
130,Bolt Technology OÜ,Consumer discretionary,Estonia,Rotary Klubi Tallinn Vanalinn [NGO],cash,paid,78750,"€75,000 cash donation, part of a €5 million commitment to support the people of Ukraine.","Bilateral - donor report
[Confirmed email 6-May-22]

See also public reporting
[https://blog.bolt.eu/en/bolt-stands-against-invasion-in-ukraine-donates-over-e5m/]",cd-70,ro-94,
